[2014/09/12 20:40:11] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42995, 46058)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8650, 8742)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1768, 1860)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5116, 5208)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12649, 12741)
014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5767, 5859)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13300, 13392)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2419, 2511)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4465, 4557)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11998, 12090)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9952, 10044)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12463, 12555)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4930, 5022)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13021, 13113)
014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 94, 186)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10696, 10788)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6325, 6417)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14695, 14787)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4000, 4092)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1396, 1488)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14974, 15066)
014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8929, 9021)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11812, 11904[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4744, 4836)
)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14044, 14136)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7720, 7812)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14137, 14229)
014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14509, 14601)
)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6604, 6696)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 373, 465)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3721, 3813)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8092, 8184)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10882, 10974)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6511, 6603)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 280, 372)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6046, 6138)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3442, 3534)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 652, 744)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11254, 11346)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7813, 7905)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13579, 13671)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10417, 10509)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2884, 2976)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12277, 12369)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2140, 2232)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3535, 3627)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8278, 8370)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6790, 6882)
014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6418, 6510)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10789, 10881)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4186, 4278)
)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3907, 3999)
)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7906, 7998)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14230, 14322)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 559, 651)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2977, 3069)
)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7348, 7440)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14881, 14973)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11719, 11811)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2605, 2697)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10231, 10323)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6139, 6231)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9394, 9486)
)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1861, 1953)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5953, 6045)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2698, 2790)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13486, 13578)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5209, 5301)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1675, 1767)
)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11905, 11997)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4372, 4464)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5581, 5673)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8836, 8928)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13114, 13206)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1303, 1395)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12742, 12834)
[2014/09/15 11:59:46] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9208, 9300)
[2014/09/15 12:07:06] Shot <VSD_devel2011_8.shot_1649> does not exist in keyframes struct

[2014/09/15 12:44:26] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11161, 11253). Elapsed time: 00:44:40
[2014/09/15 12:44:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15067, 15159)
[2014/09/15 12:55:53] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6883, 6975). Elapsed time: 00:56:07
[2014/09/15 12:56:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15160, 15252)
[2014/09/15 13:00:47] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14323, 14415). Elapsed time: 01:01:02
[2014/09/15 13:00:55] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15253, 15345)
[2014/09/15 13:15:25] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5674, 5766). Elapsed time: 01:15:41
[2014/09/15 13:15:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15346, 15438)
[2014/09/15 13:16:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4093, 4185). Elapsed time: 01:16:57
[2014/09/15 13:16:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15439, 15531)
[2014/09/15 13:19:37] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6790, 6882). Elapsed time: 01:19:51
[2014/09/15 13:19:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15532, 15624)
[2014/09/15 13:20:51] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1675, 1767). Elapsed time: 01:21:04
[2014/09/15 13:20:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15625, 15717)
[2014/09/15 13:21:30] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5767, 5859). Elapsed time: 01:21:45
[2014/09/15 13:21:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15718, 15810)
[2014/09/15 13:23:04] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2977, 3069). Elapsed time: 01:23:18
[2014/09/15 13:23:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15811, 15903)
[2014/09/15 13:25:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6976, 7068). Elapsed time: 01:25:17
[2014/09/15 13:25:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15904, 15996)
[2014/09/15 13:28:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11254, 11346). Elapsed time: 01:28:17
[2014/09/15 13:28:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15997, 16089)
[2014/09/15 13:30:23] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6697, 6789). Elapsed time: 01:30:38
[2014/09/15 13:30:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16090, 16182)
[2014/09/15 13:32:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5488, 5580). Elapsed time: 01:33:03
[2014/09/15 13:32:53] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5953, 6045). Elapsed time: 01:33:07
[2014/09/15 13:32:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16183, 16275)
[2014/09/15 13:33:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16276, 16368)
[2014/09/15 13:34:28] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8185, 8277). Elapsed time: 01:34:43
[2014/09/15 13:34:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16369, 16461)
[2014/09/15 13:35:02] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6418, 6510). Elapsed time: 01:35:15
[2014/09/15 13:35:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16462, 16554)
[2014/09/15 13:35:44] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10231, 10323). Elapsed time: 01:35:57
[2014/09/15 13:35:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16555, 16647)
[2014/09/15 13:37:16] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3721, 3813). Elapsed time: 01:37:30
[2014/09/15 13:37:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16648, 16740)
[2014/09/15 13:38:11] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6604, 6696). Elapsed time: 01:38:25
[2014/09/15 13:38:21] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7348, 7440). Elapsed time: 01:38:34
[2014/09/15 13:38:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16741, 16833)
[2014/09/15 13:38:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16834, 16926)
[2014/09/15 13:39:00] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6511, 6603). Elapsed time: 01:39:14
[2014/09/15 13:39:07] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1210, 1302). Elapsed time: 01:39:23
[2014/09/15 13:39:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16927, 17019)
[2014/09/15 13:39:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17020, 17112)
[2014/09/15 13:39:52] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 280, 372). Elapsed time: 01:40:06
[2014/09/15 13:39:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17113, 17205)
[2014/09/15 13:40:21] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5395, 5487). Elapsed time: 01:40:36
[2014/09/15 13:40:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17206, 17298)
[2014/09/15 13:40:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7999, 8091). Elapsed time: 01:40:56
[2014/09/15 13:40:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6046, 6138). Elapsed time: 01:41:02
[2014/09/15 13:40:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17392, 17484)
[2014/09/15 13:40:55] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1489, 1581). Elapsed time: 01:41:10
[2014/09/15 13:41:07] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8092, 8184). Elapsed time: 01:41:21
[2014/09/15 13:41:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17485, 17577)
[2014/09/15 13:41:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17578, 17670)
[2014/09/15 13:41:42] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1117, 1209). Elapsed time: 01:41:56
[2014/09/15 13:41:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9580, 9672). Elapsed time: 01:42:04
[2014/09/15 13:41:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17764, 17856)
[2014/09/15 13:41:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17671, 17763)
[2014/09/15 13:42:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4000, 4092). Elapsed time: 01:42:26
[2014/09/15 13:42:23] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11068, 11160). Elapsed time: 01:42:38
[2014/09/15 13:42:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17857, 17949)
[2014/09/15 13:42:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17950, 18042)
[2014/09/15 13:42:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6139, 6231). Elapsed time: 01:42:54
[2014/09/15 13:42:43] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 93). Elapsed time: 01:42:58
[2014/09/15 13:42:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18043, 18135)
[2014/09/15 13:42:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18136, 18228)
[2014/09/15 13:42:56] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11347, 11439). Elapsed time: 01:43:10
[2014/09/15 13:43:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18229, 18321)
[2014/09/15 13:43:39] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10789, 10881). Elapsed time: 01:43:53
[2014/09/15 13:43:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18322, 18414)
[2014/09/15 13:44:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3256, 3348). Elapsed time: 01:44:37
[2014/09/15 13:44:23] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3163, 3255). Elapsed time: 01:44:43
[2014/09/15 13:44:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18415, 18507)
[2014/09/15 13:44:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18508, 18600)
[2014/09/15 13:44:44] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7813, 7905). Elapsed time: 01:44:58
[2014/09/15 13:44:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18601, 18693)
[2014/09/15 13:45:37] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4186, 4278). Elapsed time: 01:45:51
[2014/09/15 13:45:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18694, 18786)
[2014/09/15 13:46:25] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6232, 6324). Elapsed time: 01:46:40
[2014/09/15 13:46:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18787, 18879)
[2014/09/15 13:46:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7069, 7161). Elapsed time: 01:46:58
[2014/09/15 13:46:49] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5581, 5673). Elapsed time: 01:47:02
[2014/09/15 13:46:52] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7906, 7998). Elapsed time: 01:47:06
[2014/09/15 13:46:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18973, 19065)
[2014/09/15 13:46:55] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19066, 19158)
[2014/09/15 13:47:07] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14230, 14322). Elapsed time: 01:47:20
[2014/09/15 13:47:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19159, 19251)
[2014/09/15 13:47:37] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6325, 6417). Elapsed time: 01:47:51
[2014/09/15 13:47:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19252, 19344)
